year_week,year_month,city,booking_id,created_datetime,request_start_datetime,request_end_datetime,member_id,member_age,member_gender,car_id,car_age,car_type,car_brand,car_model,car_insured_value
2022-13,2022-03,KV,203399,3/29/2022 17:34:01,04/02/2022,04/03/2022,612810,46,female,22860,5,mpv,Proton,EXORA,34600
2022-09,2022-03,KV,185738,03/02/2022,03/05/2022,03/06/2022,612810,46,female,7774,8,sedan,Proton,IRIZ,19000
2022-06,2022-02,KV,175745,02/11/2022,02/12/2022,2/13/2022 10:00:00,612810,46,female,10752,4,sedan,Perodua,BEZZA,28000
2022-12,2022-03,KV,198431,3/22/2022 19:49:50,3/24/2022 19:00:00,3/25/2022 19:30:00,612810,46,female,10752,4,sedan,Perodua,BEZZA,28000
2022-04,2022-01,KV,168544,1/29/2022 8:04:13,1/31/2022 9:00:00,02/01/2022,612810,46,female,27612,7,sedan,Nissan,ALMERA,39000
2022-04,2022-01,KV,168573,1/29/2022 9:09:25,02/07/2022,02/08/2022,612810,46,female,6871,8,sedan,Proton,SAGA,15000
2022-05,2022-02,PGI,171723,02/03/2022,02/03/2022,02/05/2022,612825,33,male,22708,8,hatchback,Perodua,MYVI,23000
2022-15,2022-04,KV,211921,04/11/2022,04/12/2022,4/13/2022 21:30:00,613001,22,male,26721,2,hatchback,Perodua,MYVI,52000
2022-22,2022-05,KV,252197,5/31/2022 21:22:11,06/01/2022,06/02/2022,613001,22,male,32512,9,hatchback,Perodua,MYVI,19600
2022-18,2022-05,JB,231377,05/05/2022,05/05/2022,05/06/2022,614517,37,male,10982,5,sedan,Perodua,BEZZA,31000
2022-23,2022-06,KV,256350,06/06/2022,06/06/2022,06/08/2022,615673,31,male,29944,7,hatchback,Perodua,MYVI,28000
2022-18,2022-05,LGK,230753,05/04/2022,05/06/2022,05/08/2022,615694,37,female,33500,10,hatchback,Perodua,MYVI,25000
2022-04,2022-01,KV,168967,1/29/2022 19:35:03,02/01/2022,02/09/2022,616951,39,male,27944,4,sedan,Toyota,VIOS,62000
2022-12,2022-03,KV,202007,3/27/2022 14:38:26,04/01/2022,04/04/2022,619259,27,male,29843,3,suv,Perodua,ARUZ,68600
2022-24,2022-06,KV,263414,6/16/2022 13:59:15,6/23/2022 13:30:00,6/25/2022 17:00:00,619656,40,male,26166,9,mpv,Toyota,VELLFIRE,120000
2022-01,2022-01,PGI,157273,01/07/2022,01/08/2022,01/08/2022,619804,32,female,5421,8,hatchback,Perodua,MYVI,22000
2022-10,2022-03,PGM,191195,03/11/2022,03/11/2022,3/13/2022 19:00:00,624182,24,male,28262,7,sedan,Perodua,BEZZA,23000
2022-04,2022-01,PGI,165727,1/24/2022 10:55:34,1/24/2022 14:00:00,1/25/2022 12:00:00,624400,34,male,25879,3,mpv,Perodua,ALZA,42300
2022-01,2022-01,KV,158204,01/09/2022,01/10/2022,01/10/2022,624913,30,female,12864,4,mpv,Perodua,ARUZ,50800
2022-01,2022-01,KV,157783,01/09/2022,01/09/2022,01/09/2022,624913,30,female,1320,13,sedan,Honda,CITY,29000
2022-08,2022-02,KK,181103,2/22/2022 15:34:30,2/22/2022 19:00:00,2/23/2022 18:30:00,627100,48,male,4254,4,sedan,Perodua,BEZZA,3340000
2022-10,2022-03,KV,191128,03/11/2022,03/12/2022,3/13/2022 20:00:00,627340,25,male,27819,2,sedan,Proton,SAGA,27000
2022-05,2022-02,KV,171421,02/02/2022,02/04/2022,02/12/2022,628557,41,female,20035,5,hatchback,Perodua,MYVI,36000
2022-04,2022-01,KV,168610,1/29/2022 10:31:44,1/30/2022 9:30:00,1/30/2022 23:30:00,629606,22,female,27439,5,hatchback,Perodua,AXIA,29000
2022-08,2022-02,KV,182368,2/25/2022 0:57:55,2/25/2022 14:30:00,2/27/2022 23:30:00,629606,22,female,27439,5,hatchback,Perodua,AXIA,29000
2022-26,2022-06,KV,273329,6/30/2022 10:04:06,07/01/2022,07/02/2022,632187,29,male,34969,6,suv,Honda,BRV,54000
2022-18,2022-05,KV,229056,05/02/2022,05/07/2022,05/08/2022,632187,29,male,30126,2,suv,Perodua,ARUZ,77000
2022-24,2022-06,KV,262401,6/14/2022 22:43:37,6/17/2022 9:00:00,6/19/2022 9:00:00,632187,29,male,20107,7,sedan,Hyundai,ELANTRA,41000
2022-21,2022-05,KV,248289,5/26/2022 20:38:19,5/27/2022 21:00:00,5/28/2022 21:00:00,632187,29,male,1169,3,sedan,Perodua,BEZZA,30400
2022-16,2022-04,KV,221291,4/23/2022 2:35:58,4/23/2022 15:00:00,4/24/2022 14:30:00,632187,29,male,32344,1,sedan,Perodua,BEZZA,48000
2022-16,2022-04,KV,222547,4/24/2022 13:12:48,05/06/2022,05/08/2022,632722,26,male,30114,5,sedan,Perodua,MYVI,51000
2022-13,2022-04,KV,206065,04/02/2022,04/02/2022,04/04/2022,632722,26,male,24781,6,sedan,Toyota,VIOS,41000
2022-03,2022-01,KV,164211,1/21/2022 11:29:25,1/23/2022 9:00:00,1/23/2022 21:00:00,632722,26,male,22046,9,hatchback,Perodua,MYVI,19000
2021-52,2022-01,KV,154100,01/01/2022,01/01/2022,01/01/2022,632722,26,male,22771,7,hatchback,Perodua,MYVI,24000
2022-21,2022-05,KK,246980,5/25/2022 11:57:01,06/06/2022,06/12/2022,633259,29,male,29710,3,sedan,Proton,SAGA,35000
2022-17,2022-04,KV,224528,4/26/2022 15:18:43,4/28/2022 23:30:00,05/01/2022,633326,31,male,5107,6,mpv,Proton,ERTIGA,33000
2022-02,2022-01,KV,159436,01/12/2022,1/19/2022 14:00:00,1/20/2022 14:00:00,633745,39,male,12637,5,sedan,Nissan,ALMERA,36000
2022-06,2022-02,KV,174400,02/08/2022,02/12/2022,2/13/2022 9:00:00,634046,24,male,28009,8,mpv,Toyota,ALPHARD,77000
2022-25,2022-06,KV,268096,6/23/2022 7:25:03,6/25/2022 19:30:00,6/26/2022 19:30:00,634544,25,female,25332,8,sedan,Nissan,SYLPHY,38000
2022-25,2022-06,KV,267753,6/22/2022 17:42:03,6/23/2022 19:00:00,6/25/2022 19:00:00,634544,25,female,1562,4,mpv,Toyota,AVANZA,69000
2022-06,2022-02,KK,175162,02/10/2022,02/10/2022,02/12/2022,635351,30,male,27228,5,hatchback,Perodua,AXIA,22500
2022-16,2022-04,KK,216994,4/18/2022 19:07:19,4/19/2022 9:00:00,4/21/2022 9:00:00,635351,30,male,24872,4,hatchback,Perodua,AXIA,29700
2022-24,2022-06,KK,262966,6/15/2022 21:17:52,6/16/2022 9:30:00,6/19/2022 9:30:00,635351,30,male,27829,10,sedan,Perodua,MYVI,20000
2022-08,2022-02,KK,181140,2/22/2022 17:12:47,2/22/2022 20:30:00,2/24/2022 20:30:00,635351,30,male,22600,2,hatchback,Perodua,AXIA,22000
2022-11,2022-03,KV,194664,3/16/2022 21:10:19,3/20/2022 8:30:00,3/20/2022 23:00:00,636320,23,female,27027,4,suv,Nissan,X-TRAIL,93100
2022-02,2022-01,Others,158913,01/11/2022,01/11/2022,01/12/2022,636443,26,male,25415,12,sedan,Proton,SAGA,11000
2022-07,2022-02,KV,177790,2/15/2022 22:09:46,2/16/2022 10:00:00,2/17/2022 10:00:00,636527,40,male,28455,6,sedan,Perodua,BEZZA,28000
2022-07,2022-02,KV,178254,2/16/2022 23:16:38,2/17/2022 13:30:00,2/18/2022 12:00:00,636527,40,male,28455,6,sedan,Perodua,BEZZA,28000
2022-13,2022-03,KV,203650,3/30/2022 3:04:15,3/30/2022 9:30:00,3/31/2022 9:30:00,636527,40,male,31714,9,sedan,Toyota,VIOS,28100
2022-13,2022-03,KV,204437,3/31/2022 8:30:55,3/31/2022 13:00:00,3/31/2022 23:30:00,636527,40,male,31714,9,sedan,Toyota,VIOS,28100
2022-14,2022-04,KV,208754,04/06/2022,04/07/2022,04/08/2022,636527,40,male,32328,3,sedan,Toyota,ALTIS,55000
2022-07,2022-02,KV,177446,2/15/2022 2:06:26,2/15/2022 9:00:00,2/16/2022 9:00:00,636527,40,male,16201,13,sedan,Perodua,MYVI,14000
2022-13,2022-03,KV,202761,3/28/2022 18:37:56,3/29/2022 9:00:00,3/30/2022 9:00:00,636527,40,male,29417,7,sedan,Proton,SAGA,21000
2022-07,2022-02,KV,178735,2/17/2022 22:10:24,2/18/2022 12:30:00,2/19/2022 12:30:00,636527,40,male,17531,6,sedan,Proton,SAGA,27100
2022-08,2022-02,KV,183220,2/26/2022 10:50:48,2/26/2022 14:00:00,2/27/2022 12:00:00,636527,40,male,23826,7,hatchback,Perodua,AXIA,28000
2022-08,2022-02,KV,183758,2/27/2022 3:29:19,2/27/2022 15:30:00,2/28/2022 15:30:00,636527,40,male,23826,7,hatchback,Perodua,AXIA,28000
2022-10,2022-03,KV,189708,03/09/2022,03/09/2022,03/10/2022,636527,40,male,2038,6,hatchback,Perodua,MYVI,30000
2022-15,2022-04,KV,214650,4/15/2022 15:03:40,4/15/2022 18:30:00,4/16/2022 18:00:00,636527,40,male,2998,3,mpv,Perodua,ALZA,57000
2022-10,2022-03,KV,191402,03/11/2022,03/12/2022,3/14/2022 20:30:00,636527,40,male,21280,6,sedan,Toyota,VIOS,47000
2022-08,2022-02,KV,181025,2/22/2022 12:28:37,2/22/2022 15:30:00,2/23/2022 15:30:00,636527,40,male,26685,4,sedan,Proton,SAGA,30300
2022-08,2022-02,KV,181331,2/23/2022 4:02:41,2/23/2022 19:30:00,2/24/2022 19:30:00,636527,40,male,26685,4,sedan,Proton,SAGA,30300
2022-16,2022-04,KV,220186,4/22/2022 5:23:04,4/22/2022 21:00:00,4/23/2022 21:00:00,636527,40,male,27770,10,hatchback,Mazda,MAZDA 3,30600
2022-12,2022-03,KV,197924,3/21/2022 22:40:44,3/22/2022 12:00:00,3/23/2022 12:00:00,636527,40,male,21207,5,sedan,Perodua,BEZZA,34000
2022-12,2022-03,KV,198868,3/23/2022 14:03:21,3/23/2022 17:30:00,3/24/2022 17:30:00,636527,40,male,21207,5,sedan,Perodua,BEZZA,34000
2022-08,2022-02,KV,181978,2/24/2022 13:01:56,2/24/2022 20:00:00,2/25/2022 20:00:00,636527,40,male,27222,7,hatchback,Perodua,AXIA,31000
2022-04,2022-01,KV,167813,1/28/2022 0:33:18,1/28/2022 10:00:00,1/29/2022 10:00:00,636527,40,male,25107,11,sedan,Toyota,VIOS,26000
2022-12,2022-03,NS,197359,3/21/2022 0:12:55,3/21/2022 11:00:00,3/22/2022 11:00:00,636527,40,male,21172,5,sedan,Perodua,BEZZA,34000
2022-16,2022-04,KV,217190,4/18/2022 23:05:03,4/19/2022 9:00:00,4/20/2022 9:00:00,636527,40,male,30468,10,mpv,Perodua,ALZA,23000
2022-16,2022-04,KV,218360,4/20/2022 5:18:46,4/20/2022 13:30:00,4/21/2022 13:30:00,636527,40,male,30468,10,mpv,Perodua,ALZA,23000
2022-16,2022-04,KV,219584,4/21/2022 15:12:06,4/21/2022 18:30:00,4/22/2022 18:30:00,636527,40,male,30468,10,mpv,Perodua,ALZA,23000
2022-09,2022-03,KV,187357,03/04/2022,03/04/2022,03/05/2022,636527,40,male,26388,11,sedan,Perodua,VIVA,13000
2022-06,2022-02,KV,176038,02/12/2022,02/12/2022,2/13/2022 13:00:00,636527,40,male,22210,6,sedan,Perodua,BEZZA,28000
2022-17,2022-04,KV,223169,4/25/2022 8:16:02,4/25/2022 17:30:00,4/26/2022 17:00:00,636527,40,male,20028,7,hatchback,Perodua,MYVI,26000
2022-17,2022-04,KV,223755,4/25/2022 18:11:48,4/26/2022 20:30:00,4/28/2022 20:30:00,636527,40,male,20028,7,hatchback,Perodua,MYVI,26000
2022-17,2022-04,KV,226639,4/28/2022 22:35:29,4/29/2022 12:00:00,4/29/2022 20:00:00,636527,40,male,20028,7,hatchback,Perodua,MYVI,26000
2022-06,2022-02,KV,175473,02/10/2022,02/11/2022,02/12/2022,636527,40,male,27301,4,sedan,Perodua,MYVI,39000
2022-11,2022-03,KV,194351,3/16/2022 12:47:12,3/17/2022 16:30:00,3/18/2022 15:30:00,636527,40,male,239,12,hatchback,Perodua,MYVI,18000
2022-13,2022-04,KV,205444,04/01/2022,04/01/2022,04/02/2022,636527,40,male,1655,3,sedan,Proton,PERSONA,36000
2022-13,2022-04,KV,206459,04/02/2022,04/02/2022,04/03/2022,636527,40,male,1655,3,sedan,Proton,PERSONA,36000
2022-14,2022-04,KV,210225,04/09/2022,04/09/2022,04/10/2022,636527,40,male,27813,6,hatchback,Perodua,MYVI,30000
2022-14,2022-04,KV,210856,04/10/2022,04/10/2022,04/11/2022,636527,40,male,27813,6,hatchback,Perodua,MYVI,30000
2022-15,2022-04,KV,211807,04/11/2022,04/11/2022,04/12/2022,636527,40,male,27813,6,hatchback,Perodua,MYVI,30000
2022-19,2022-05,KV,234673,05/10/2022,05/10/2022,05/11/2022,636527,40,male,27813,6,hatchback,Perodua,MYVI,30000
2022-10,2022-03,NS,190388,03/10/2022,03/10/2022,03/11/2022,636527,40,male,18225,7,hatchback,Perodua,MYVI,21000
2022-09,2022-02,KV,184922,2/28/2022 23:43:03,03/01/2022,03/02/2022,636527,40,male,28795,5,sedan,Perodua,BEZZA,32000
2022-10,2022-03,KV,189417,03/08/2022,03/08/2022,03/09/2022,636527,40,male,9708,4,sedan,Perodua,BEZZA,30000
2022-14,2022-04,KV,208178,04/05/2022,04/06/2022,04/07/2022,636527,40,male,28795,5,sedan,Perodua,BEZZA,32000
2022-11,2022-03,KV,195781,3/18/2022 12:49:19,3/18/2022 16:00:00,3/19/2022 16:00:00,636527,40,male,21208,5,hatchback,Perodua,MYVI,27000
2022-11,2022-03,KV,196185,3/19/2022 0:09:02,3/19/2022 19:30:00,3/20/2022 19:30:00,636527,40,male,21208,5,hatchback,Perodua,MYVI,27000
2022-15,2022-04,KV,216409,4/17/2022 21:17:49,4/18/2022 9:00:00,4/19/2022 8:30:00,636527,40,male,1445,11,hatchback,Perodua,MYVI,22000
2022-09,2022-03,KV,185725,03/02/2022,03/02/2022,03/03/2022,636527,40,male,19252,5,sedan,Perodua,BEZZA,31000
2022-09,2022-03,KV,186090,03/02/2022,03/03/2022,03/04/2022,636527,40,male,19252,5,sedan,Perodua,BEZZA,31000
2022-09,2022-03,KV,187971,03/05/2022,03/05/2022,03/07/2022,636527,40,male,19252,5,sedan,Perodua,BEZZA,31000
2022-10,2022-03,KV,189062,03/07/2022,03/08/2022,03/08/2022,636527,40,male,19252,5,sedan,Perodua,BEZZA,31000
2022-19,2022-05,KV,236551,05/12/2022,5/14/2022 9:30:00,5/16/2022 21:00:00,636533,32,male,33039,3,sedan,Proton,PERSONA,45000
2022-16,2022-04,KK,220898,4/22/2022 19:20:43,05/05/2022,05/07/2022,636593,42,female,18045,2,suv,Perodua,ARUZ,72000
2022-24,2022-06,KV,262355,6/14/2022 21:43:33,6/17/2022 21:00:00,6/21/2022 21:00:00,637106,37,male,1642,5,mpv,Proton,ERTIGA,38000
2022-03,2022-01,KV,164417,1/21/2022 17:08:47,1/22/2022 9:00:00,1/22/2022 21:00:00,639991,24,male,21665,4,sedan,Proton,SAGA,30000
2022-26,2022-06,KV,271186,6/27/2022 15:03:04,07/02/2022,07/03/2022,640649,25,male,36069,10,sedan,Perodua,MYVI,19000
2022-22,2022-05,KV,251333,5/30/2022 19:09:41,5/31/2022 10:30:00,06/01/2022,640649,25,male,34730,3,sedan,Proton,SAGA,34000
2022-12,2022-03,KV,197594,3/21/2022 13:28:50,3/22/2022 16:30:00,3/23/2022 16:30:00,640649,25,male,27816,10,sedan,Toyota,VIOS,30000
2022-16,2022-04,KV,216542,4/18/2022 2:52:36,4/20/2022 11:30:00,4/21/2022 11:30:00,640649,25,male,25972,11,hatchback,Toyota,PRIUS HYBRID,18000
2022-09,2022-03,KV,185298,03/01/2022,03/02/2022,03/03/2022,640649,25,male,1709,3,sedan,Perodua,BEZZA,40000
2022-07,2022-02,KV,178169,2/16/2022 20:37:30,2/17/2022 11:30:00,2/19/2022 11:30:00,640875,38,female,22864,4,suv,Honda,HRV,80000
2022-07,2022-02,KV,179445,2/19/2022 10:46:48,2/19/2022 15:00:00,2/20/2022 15:30:00,640875,38,female,22864,4,suv,Honda,HRV,80000
2022-21,2022-05,KK,248309,5/26/2022 21:08:03,5/27/2022 21:00:00,5/29/2022 21:00:00,642180,47,female,3543,4,hatchback,Perodua,AXIA,26000
2022-21,2022-05,IP,248665,5/27/2022 10:26:19,06/04/2022,06/06/2022,642337,48,male,22180,4,suv,Honda,HRV,77000
2022-23,2022-06,PGI,259978,06/10/2022,06/11/2022,06/12/2022,643170,21,male,25293,2,hatchback,Perodua,AXIA,34000
2022-17,2022-04,KV,225618,4/27/2022 20:41:01,4/29/2022 15:30:00,4/29/2022 21:00:00,643296,24,male,31239,9,sedan,Proton,IRIZ,31000
2022-26,2022-06,KV,271712,6/28/2022 8:06:44,6/29/2022 23:30:00,07/02/2022,643323,29,female,36079,1,sedan,Perodua,BEZZA,50000
2022-19,2022-05,LGK,235470,05/11/2022,5/14/2022 11:30:00,5/16/2022 10:30:00,643410,32,male,33927,5,hatchback,Perodua,AXIA,20000
2022-07,2022-02,JB,178275,2/16/2022 23:56:37,2/25/2022 12:00:00,2/27/2022 11:00:00,643410,32,male,23216,6,hatchback,Perodua,MYVI,33500
2022-08,2022-02,KK,182126,2/24/2022 18:05:09,2/24/2022 21:30:00,2/25/2022 21:30:00,643734,47,male,25374,4,pickup,Mitsubishi,TRITON 2.4L VGT MS MI,103000
2022-01,2022-01,KV,156665,01/06/2022,01/06/2022,01/07/2022,644256,23,male,1551,11,sedan,Honda,CIVIC,41000
2021-52,2022-01,KV,154131,01/01/2022,01/01/2022,01/01/2022,644256,23,male,11430,4,sedan,Proton,PERSONA,35000
2022-19,2022-05,JB,238483,5/14/2022 16:25:00,5/15/2022 10:30:00,5/15/2022 23:30:00,645564,32,male,33342,9,hatchback,Perodua,AXIA,16000
2022-09,2022-02,KK,184331,2/28/2022 8:28:25,2/28/2022 12:00:00,03/03/2022,645597,42,female,19943,2,hatchback,Perodua,AXIA,31000
2022-04,2022-01,KK,169131,1/30/2022 0:07:19,02/02/2022,02/05/2022,645597,42,female,19402,4,sedan,Proton,SAGA,33200
2022-01,2022-01,KK,155015,01/03/2022,01/04/2022,01/07/2022,645597,42,female,16566,5,hatchback,Perodua,MYVI,36000
2022-26,2022-06,KV,273493,6/30/2022 13:42:45,6/30/2022 21:00:00,07/01/2022,645759,40,female,36284,8,sedan,Proton,IRIZ,25000
2022-26,2022-06,KV,272230,6/28/2022 21:21:07,6/29/2022 11:30:00,6/30/2022 11:30:00,645759,40,female,29547,6,sedan,Proton,SAGA,25600
2022-01,2022-01,KK,155270,01/03/2022,01/04/2022,01/06/2022,645759,40,female,20191,2,hatchback,Perodua,AXIA,38000
2022-25,2022-06,KV,268071,6/23/2022 3:03:26,6/27/2022 9:00:00,6/28/2022 9:00:00,645759,40,female,34700,5,hatchback,Perodua,MYVI,37000
2022-01,2022-01,KK,156532,01/06/2022,01/06/2022,01/07/2022,645759,40,female,24673,4,sedan,Proton,SAGA,25000
2022-12,2022-03,KV,200015,3/24/2022 23:39:54,3/25/2022 23:30:00,3/26/2022 23:30:00,646815,48,male,25571,3,sedan,Toyota,VIOS,71000
2022-23,2022-06,KK,257999,06/08/2022,6/18/2022 12:00:00,6/19/2022 12:00:00,646815,48,male,31379,1,sedan,Proton,SAGA,37000
2022-23,2022-06,KK,257957,06/08/2022,6/19/2022 17:30:00,6/22/2022 17:30:00,646815,48,male,30210,8,sedan,Nissan,ALMERA,27000
2022-26,2022-06,KV,271924,6/28/2022 14:03:20,6/28/2022 19:30:00,6/30/2022 19:30:00,647973,23,male,29376,1,sedan,Perodua,BEZZA,35000
2022-17,2022-04,KV,227220,4/29/2022 14:55:00,05/06/2022,05/08/2022,649380,44,female,370,6,mpv,Toyota,VELLFIRE,87300
2022-26,2022-06,PGI,272866,6/29/2022 18:47:01,7/23/2022 14:00:00,7/26/2022 14:00:00,649564,41,female,27998,2,hatchback,Perodua,AXIA,37000
2022-14,2022-04,PGI,207184,04/04/2022,4/13/2022 13:30:00,4/17/2022 11:00:00,649564,41,female,14686,4,hatchback,Perodua,AXIA,15000
2022-14,2022-04,PGI,210629,04/09/2022,04/12/2022,04/12/2022,649564,41,female,14686,4,hatchback,Perodua,AXIA,15000
2022-26,2022-06,KV,272105,6/28/2022 18:13:07,07/03/2022,07/07/2022,650444,21,female,28455,6,sedan,Perodua,BEZZA,28000
2022-13,2022-03,IP,203547,3/29/2022 22:46:53,04/01/2022,04/02/2022,650444,21,female,16076,3,sedan,Proton,SAGA,31000
2022-20,2022-05,PGI,242556,5/19/2022 13:09:26,5/19/2022 18:30:00,5/20/2022 18:30:00,650444,21,female,30749,5,sedan,Perodua,BEZZA,30000
2022-19,2022-05,KV,236630,05/12/2022,5/13/2022 22:00:00,5/14/2022 22:00:00,650444,21,female,26252,5,hatchback,Perodua,MYVI,40500
2022-22,2022-06,IP,253127,06/01/2022,06/03/2022,06/06/2022,650444,21,female,32677,9,sedan,Honda,CITY,30000
2022-23,2022-06,PGI,259970,06/10/2022,06/11/2022,6/13/2022 12:00:00,650444,21,female,34856,1,hatchback,Perodua,AXIA,35000
2022-08,2022-02,KV,180502,2/21/2022 12:49:33,2/25/2022 13:30:00,2/28/2022 14:00:00,651222,23,male,20013,7,hatchback,Perodua,AXIA,22000
2022-08,2022-02,KK,183770,2/27/2022 7:13:53,2/27/2022 12:00:00,2/28/2022 12:00:00,652437,33,male,25731,5,sedan,Perodua,AXIA,25000
2022-13,2022-03,KK,204245,3/30/2022 22:15:44,04/02/2022,04/02/2022,653822,25,female,25442,7,hatchback,Perodua,AXIA,24200
2022-25,2022-06,PGI,270681,6/26/2022 17:33:47,07/10/2022,07/11/2022,655064,32,male,25299,4,hatchback,Toyota,YARIS,71000
2022-04,2022-01,KV,169646,1/30/2022 20:43:29,02/10/2022,02/12/2022,655125,24,male,19365,4,mpv,Proton,EXORA,40000
2022-22,2022-05,KK,251673,5/31/2022 8:50:06,06/02/2022,06/05/2022,656933,31,female,26978,2,sedan,Perodua,BEZZA,39000
2022-02,2022-01,JB,158918,01/11/2022,01/11/2022,01/12/2022,657956,29,female,10983,8,hatchback,Perodua,AXIA,15000
2021-52,2022-01,KV,154323,01/01/2022,01/02/2022,01/07/2022,658020,33,male,3003,5,hatchback,Perodua,AXIA,20000
2022-15,2022-04,KV,211775,04/11/2022,05/01/2022,05/06/2022,663249,31,male,27413,9,sedan,Toyota,VIOS,37400
2022-16,2022-04,KV,221013,4/22/2022 20:52:52,4/30/2022 10:00:00,05/01/2022,663249,31,male,31490,6,sedan,Mercedes-Benz,MERCEDES C350E AMG,143000
2022-01,2022-01,KV,156040,01/05/2022,1/28/2022 13:30:00,1/31/2022 13:30:00,663249,31,male,19275,7,sedan,Honda,CITY,36000
2022-18,2022-05,KV,232599,05/07/2022,5/13/2022 20:00:00,5/14/2022 20:00:00,663249,31,male,32363,2,sedan,Honda,CIVIC,115000
2022-17,2022-04,IP,227052,4/29/2022 12:09:40,4/29/2022 15:30:00,4/30/2022 20:30:00,664895,23,male,22179,5,hatchback,Proton,IRIZ,28000
2022-03,2022-01,KV,162660,1/18/2022 14:26:32,1/18/2022 17:30:00,1/19/2022 16:30:00,665070,33,male,27242,3,suv,Honda,HRV,89000
2022-20,2022-05,KK,244847,5/22/2022 11:05:57,5/28/2022 10:30:00,5/29/2022 10:30:00,665356,26,male,33615,1,sedan,Perodua,AXIA,36000
2022-19,2022-05,KK,233844,05/09/2022,05/10/2022,05/11/2022,665356,26,male,29710,3,sedan,Proton,SAGA,35000
2022-25,2022-06,KK,270523,6/26/2022 12:44:30,6/30/2022 9:00:00,07/01/2022,665356,26,male,29710,3,sedan,Proton,SAGA,35000
2022-26,2022-06,KK,273891,6/30/2022 22:07:41,07/01/2022,07/02/2022,665356,26,male,36506,1,sedan,Perodua,BEZZA,46000
2022-01,2022-01,KK,155493,01/04/2022,01/08/2022,01/09/2022,665356,26,male,23056,8,sedan,Proton,SAGA,13000
2022-18,2022-05,KK,233659,05/08/2022,5/13/2022 12:00:00,5/16/2022 12:00:00,665448,23,male,16563,5,hatchback,Perodua,MYVI,36000
2022-03,2022-01,JB,164457,1/21/2022 18:04:16,1/31/2022 12:00:00,02/02/2022,665578,38,female,18929,10,sedan,Nissan,TEANA,37700
2022-19,2022-05,JB,235485,05/11/2022,5/13/2022 14:30:00,5/15/2022 14:30:00,665578,38,female,32679,5,sedan,Perodua,BEZZA,38000
2022-04,2022-01,JB,166897,1/26/2022 13:23:53,1/27/2022 21:00:00,1/28/2022 21:00:00,665578,38,female,20080,8,hatchback,Perodua,AXIA,23000
2022-04,2022-01,KK,166601,1/25/2022 22:01:50,03/08/2022,03/11/2022,665587,24,male,27563,10,sedan,Proton,SAGA,11000
2022-05,2022-02,KV,171834,02/03/2022,02/03/2022,02/04/2022,666337,44,male,58,4,sedan,Perodua,BEZZA,32000
2022-05,2022-02,KV,172366,02/04/2022,02/04/2022,02/05/2022,666337,44,male,58,4,sedan,Perodua,BEZZA,32000
2022-12,2022-03,KV,199639,3/24/2022 15:38:47,3/27/2022 19:00:00,3/30/2022 19:00:00,667490,27,female,1562,4,mpv,Toyota,AVANZA,69000
2022-14,2022-04,KV,210385,04/09/2022,4/17/2022 9:00:00,4/19/2022 23:30:00,667527,39,female,24381,3,mpv,Hyundai,STAREX,144000
2022-08,2022-02,KK,181566,2/23/2022 16:44:50,2/23/2022 20:00:00,2/25/2022 20:00:00,668051,33,male,25039,2,sedan,Proton,SAGA,41000
2022-14,2022-04,KK,210549,04/09/2022,04/09/2022,04/10/2022,671917,24,male,25374,4,pickup,Mitsubishi,TRITON 2.4L VGT MS MI,103000
2022-14,2022-04,KK,208661,04/06/2022,04/06/2022,04/08/2022,671917,24,male,29689,2,sedan,Perodua,BEZZA,46000
2022-12,2022-03,KK,199751,3/24/2022 18:04:36,3/25/2022 9:00:00,3/27/2022 21:00:00,672094,23,male,5119,10,hatchback,Perodua,MYVI,22000
2022-11,2022-03,KV,194381,3/16/2022 13:31:54,3/18/2022 8:00:00,3/19/2022 8:00:00,672294,21,male,16852,8,sedan,Proton,PREVE,23000
2022-09,2022-03,KV,185297,03/01/2022,03/03/2022,03/04/2022,672294,21,male,20600,11,sedan,Hyundai,I10,25000
2022-12,2022-03,KV,198388,3/22/2022 18:18:09,3/23/2022 8:00:00,3/24/2022 8:00:00,672294,21,male,30389,5,hatchback,Perodua,AXIA,27000
2022-23,2022-06,KV,257029,06/07/2022,06/07/2022,06/08/2022,672294,21,male,34026,11,sedan,Kia,FORTE,23000
2022-25,2022-06,KV,269927,6/25/2022 14:35:34,6/25/2022 20:00:00,6/26/2022 20:00:00,672391,31,male,33039,3,sedan,Proton,PERSONA,45000
2022-23,2022-06,KV,256619,06/06/2022,06/11/2022,06/12/2022,672391,31,male,27070,2,suv,Proton,X50,103000
2022-16,2022-04,PGI,219666,4/21/2022 16:44:11,4/29/2022 16:00:00,05/01/2022,672487,32,female,30784,9,sedan,Honda,CITY,28300
2022-11,2022-03,PGI,197297,3/20/2022 22:27:53,3/29/2022 20:30:00,3/30/2022 20:00:00,676592,23,male,22940,3,hatchback,Perodua,AXIA,27000
2022-01,2022-01,PGI,156631,01/06/2022,1/31/2022 12:00:00,02/04/2022,678137,27,male,24531,10,hatchback,Perodua,MYVI,18300
2022-07,2022-02,KV,178252,2/16/2022 23:12:53,2/17/2022 9:00:00,2/17/2022 21:00:00,678304,25,female,20211,9,hatchback,Perodua,MYVI,20700
2021-52,2022-01,KK,154830,01/02/2022,01/02/2022,01/04/2022,678789,32,male,25658,6,mpv,Perodua,ALZA,31800
