booking_id,member_id,gross_revenue,net_revenue,rental_fee,SCDW_fee,delivery_fee,coupon_code
230712,255324,350,284,330,0,20,DRIVEON20
230720,1158807,400,200,400,0,0,JOMTREVO50
230722,370999,225.5,181.9,218,0,7.5,RAYADRIVE20
230723,573798,148,133.7,143,0,5,DRIVEON10
230724,853390,93,93,88,0,5,Z - No Promo Used
230725,512954,364,273,364,0,0,RAYADRIVE25
230744,902069,164,140.9,154,0,10,DRIVEON15
230752,400048,594,394,584,0,10,JOMTREVO50
230753,615694,410,230,390,0,20,HELLOLANGKAWI
230771,891541,86,77.4,86,0,0,DRIVEON10
230781,12642,92,84.3,77,0,15,DRIVEON10
230782,796878,130,130,110,0,20,Z - No Promo Used
230787,1126466,127.5,127.5,120,0,7.5,Z - No Promo Used
230802,1128605,213,153.6,198,0,15,JOMTREVO30
230807,1072616,455,255,440,0,15,JOMTREVO50
230824,602584,195,159,180,0,15,RAYADRIVE20
230850,792474,250,150,200,20,30,HELLOLANGKAWI
230851,586793,170,119,170,0,0,THANK30YOU
230852,1027795,136,125,110,11,15,DRIVEON10
230855,1154701,487.5,287.5,480,0,7.5,JOMTREVO50
230857,1189400,337,238.9,327,0,10,JOMTREVO30
230858,1038632,768,768,763,0,5,Z - No Promo Used
230859,381756,77,53.9,77,0,0,JOMTREVO30
230869,265206,96,89.4,66,0,30,DRIVEON10
230871,13584,465,285,450,0,15,HELLOLANGKAWI
230878,1000314,660,460,650,0,10,JOMTREVO50
230880,307566,400,283,390,0,10,JOMTREVO30
230892,1133150,167.5,92.5,150,0,17.5,JOMTREVO50
230893,1032652,270,140,260,0,10,JOMTREVO50
230898,1155626,431.5,239,385,39,7.5,JOMTREVO50
230899,43406,890,890,880,0,10,Z - No Promo Used
230900,817008,76,69.4,66,0,10,DRIVEON10
230907,564787,154,116.8,124,0,30,JOMTREVO30
230923,706676,375,285,360,0,15,RAYADRIVE25
230924,1127129,525,525,525,0,0,Z - No Promo Used
230927,892032,399,217.5,363,36,0,JOMTREVO50
230942,216018,135,135,125,0,10,Z - No Promo Used
230943,956060,117.5,87.5,100,0,17.5,JOMTREVO30
230946,307373,226,118,216,0,10,JOMTREVO50
230949,127430,254,254,231,23,0,Z - No Promo Used
230955,43677,487,487,429,43,15,Z - No Promo Used
230967,1169679,290,152.5,275,0,15,JOMTREVO50
230973,245837,95,95,90,0,5,Z - No Promo Used
230976,1010591,98,68.6,98,0,0,THANK30YOU
230978,1062887,155,85,140,0,15,JOMTREVO50
230981,151419,406,406,396,0,10,Z - No Promo Used
230990,68201,528,328,518,0,10,JOMTREVO50
230997,38623,391,297,376,0,15,RAYADRIVE25
231005,1146393,140,104,120,0,20,JOMTREVO30
231009,914157,675,675,660,0,15,Z - No Promo Used
231017,306388,168,152.2,158,0,10,DRIVEON10
231018,1038039,266,138,256,0,10,JOMTREVO50
231021,697762,184,160.9,154,0,30,DRIVEON15
231027,70323,110,110,100,10,0,Z - No Promo Used
231039,28560,241,183.25,231,0,10,RAYADRIVE25
231043,1186859,220,125,190,0,30,JOMTREVO50
231046,528717,184,94.5,179,0,5,JOMTREVO50
231059,445244,213,213,198,0,15,Z - No Promo Used
231060,1179543,667.5,467.5,660,0,7.5,JOMTREVO50
231062,249305,293,149,288,0,5,JOMTREVO50
231076,85185,100,91.5,85,0,15,DRIVEON10
231080,984041,202,202,170,17,15,Z - No Promo Used
231082,1189145,298,159,278,0,20,JOMTREVO50
231086,200742,115,104,110,0,5,DRIVEON10
231088,984041,315,255,300,0,15,DRIVEON20
231091,398450,733.5,601.5,660,66,7.5,DRIVEON20
231096,21223,360,288,360,0,0,DRIVEON20
231098,1044270,325,184,282,28,15,JOMTREVO50
231107,896386,1230,1030,1200,0,30,JOMTREVO50
231110,241070,340,257.5,330,0,10,RAYADRIVE25
231121,418682,132,119.8,122,0,10,DRIVEON10
231145,264170,390,390,385,0,5,Z - No Promo Used
231146,542033,823,623,748,75,0,JOMTREVO50
231147,101077,175,95,160,0,15,BERSYUKUR50
231155,1095898,355,270,340,0,15,RAYADRIVE25
231158,996929,365,365,360,0,5,Z - No Promo Used
231159,783895,406,287.2,396,0,10,JOMTREVO30
231160,725542,120,109,110,0,10,DRIVEON10
231161,107905,125.5,114.7,108,0,17.5,DRIVEON10
231171,1096907,195,105,180,0,15,JOMTREVO50
231172,1189417,235,169,220,0,15,JOMTREVO30
231180,902157,131,131,110,11,10,Z - No Promo Used
231186,661440,87,87,77,0,10,Z - No Promo Used
231188,1092493,95,95,77,8,10,Z - No Promo Used
231194,4649,160,85,150,0,10,JOMTREVO50
231197,766263,405,307.5,390,0,15,RAYADRIVE25
231201,1032620,162.5,162.5,150,0,12.5,Z - No Promo Used
231210,1107869,302,156,292,0,10,JOMTREVO50
231212,1095250,754,554,744,0,10,JOMTREVO50
231219,1151957,667,467,657,0,10,JOMTREVO50
231224,30047,235,202,220,0,15,DRIVEON15
231237,1186364,1665,1465,1650,0,15,JOMTREVO50
231241,323,464,264,408,41,15,JOMTREVO50
231244,9596,218,188.3,198,0,20,DRIVEON15
231247,58955,345,258.75,345,0,0,RAYADRIVE25
231259,41478,126,114.4,116,0,10,DRIVEON10
231260,544196,156,156,141,0,15,Z - No Promo Used
231263,1025014,242,181.5,242,0,0,RAYADRIVE25
231275,868,658,408,638,0,20,BERSYUKUR50
231297,827736,839,639,834,0,5,JOMTREVO50
231298,982654,360,195,330,0,30,JOMTREVO50
231306,540702,208,148.6,198,0,10,JOMTREVO30
231307,915304,277,211.5,262,0,15,RAYADRIVE25
231308,817514,380,297,332,33,15,RAYADRIVE25
231321,756698,224.5,116,217,0,7.5,JOMTREVO50
231323,825276,77,69.3,77,0,0,DRIVEON10
231325,1175688,655,455,645,0,10,JOMTREVO50
231327,123804,125,125,115,0,10,Z - No Promo Used
231331,1187801,710,510,645,65,0,JOMTREVO50
231337,246126,346,346,336,0,10,Z - No Promo Used
231341,308339,414,323.25,363,36,15,RAYADRIVE25
231343,914181,118,107.2,108,0,10,DRIVEON10
231347,1091425,149,149,149,0,0,Z - No Promo Used
231365,835566,560,435,550,0,10,RAYADRIVE25
231366,34796,322.5,243.75,315,0,7.5,RAYADRIVE25
231367,934302,240,171,230,0,10,THANK30YOU
231368,1165870,155,85,140,0,15,JOMTREVO50
231375,91639,126,114.9,111,0,15,DRIVEON10
231377,614517,177.5,95,165,0,12.5,JOMTREVO50
231387,918510,845,845,840,0,5,Z - No Promo Used
231392,1053108,673,473,658,0,15,JOMTREVO50
231397,411037,148,148,138,0,10,Z - No Promo Used
231404,1194491,264,189.3,249,0,15,JOMTREVO30
231407,1128643,260,130,260,0,0,JOMTREVO50
231409,626186,460,260,450,0,10,JOMTREVO50
231412,236581,217.5,178.5,195,0,22.5,RAYADRIVE20
231413,1159828,378,378,330,33,15,Z - No Promo Used
231415,167649,106.5,96.6,99,0,7.5,DRIVEON10
231418,1123031,439,239,429,0,10,JOMTREVO50
231422,598460,337,262.75,297,30,10,RAYADRIVE25
231425,482797,363,363,363,0,0,Z - No Promo Used
231426,1106535,455,255,440,0,15,JOMTREVO50
231432,1008846,270,207.5,250,0,20,RAYADRIVE25
231434,1151241,939,739,924,0,15,JOMTREVO50
231437,880353,330,235.5,315,0,15,JOMTREVO30
231439,1048391,66,46.2,66,0,0,JOMTREVO30
231440,1061496,346,262,336,0,10,RAYADRIVE25
231445,1028762,80,80,70,0,10,Z - No Promo Used
231446,782066,305,232.5,290,0,15,RAYADRIVE25
231452,1176302,152,81,142,0,10,JOMTREVO50
231455,1192361,1840.5,1640.5,1833,0,7.5,JOMTREVO50
231465,1190389,310,160,300,0,10,JOMTREVO50
231468,306097,585,385,570,0,15,JOMTREVO50
231477,851836,162,148.8,132,0,30,DRIVEON10
231494,1181059,266,138,256,0,10,JOMTREVO50
231499,1025967,242,242,242,0,0,Z - No Promo Used
231500,143541,763,613.4,748,0,15,DRIVEON20
231509,423930,492,492,462,0,30,Z - No Promo Used
231515,1193677,350,175,350,0,0,JOMTREVO50
231517,439732,180,144,180,0,0,RAYADRIVE20
231522,815988,400,205,390,0,10,JOMTREVO50
231524,573905,590,390,580,0,10,JOMTREVO50
231527,10781,1207,1007,1192,0,15,JOMTREVO50
231528,351545,224,181.2,214,0,10,RAYADRIVE20
231531,1151293,125,125,100,10,15,Z - No Promo Used
231539,649590,164,140.9,154,0,10,DRIVEON15
231540,301421,72,72,72,0,0,Z - No Promo Used
231544,518527,127,127,127,0,0,Z - No Promo Used
231555,327686,429,325.5,414,0,15,RAYADRIVE25
231557,1100445,587,387,572,0,15,JOMTREVO50
231559,155639,741,616,660,66,15,RAYADRIVE25
231560,790101,285,147.5,275,0,10,JOMTREVO50
231562,739802,383,218,330,33,20,JOMTREVO50
231565,49299,862,612,770,77,15,BERSYUKUR50
231573,1191381,380,200,360,0,20,JOMTREVO50
231581,777808,397,203.5,387,0,10,JOMTREVO50
231582,514505,242,181.5,242,0,0,RAYADRIVE25
231583,1149822,525,375,510,0,15,JOMTREVO30
231585,79063,147,133.8,132,0,15,DRIVEON10
231586,649590,89.5,89.5,77,0,12.5,Z - No Promo Used
231598,860268,173,94,158,0,15,JOMTREVO50
231608,24724,245,187.5,230,0,15,RAYADRIVE25
231613,1196602,429,229.5,399,0,30,JOMTREVO50
231616,521477,131,118.9,121,0,10,DRIVEON10
231639,258087,81,56.7,81,0,0,JOMTREVO30
231640,572645,241,125.5,231,0,10,JOMTREVO50
231643,291130,190,152,190,0,0,RAYADRIVE20
231647,454629,202,185,170,17,15,DRIVEON10
231654,1186584,623,423,608,0,15,JOMTREVO50
231660,1131671,105,76.5,95,0,10,JOMTREVO30
231672,1188420,735,535,720,0,15,JOMTREVO50
231673,358928,110,110,90,0,20,Z - No Promo Used
231675,1197186,381,190.5,381,0,0,JOMTREVO50
231676,690676,525,401.25,495,0,30,RAYADRIVE25
231679,855300,131,118.9,121,0,10,DRIVEON10
231689,1110297,169,169,149,0,20,Z - No Promo Used
231694,59831,399,301.75,389,0,10,RAYADRIVE25
231695,1082676,1240,1040,1230,0,10,JOMTREVO50
231698,444590,400,218,364,36,0,JOMTREVO50
231701,1193152,274,194.8,264,0,10,JOMTREVO30
231704,260648,513,388.5,498,0,15,RAYADRIVE25
231722,56565,161,85.5,151,0,10,JOMTREVO50
231730,577781,462,262,447,0,15,JOMTREVO50
231740,711486,230,230,200,20,10,Z - No Promo Used
231744,179693,148,133.7,143,0,5,DRIVEON10
231746,800979,339,177,324,0,15,JOMTREVO50
231750,822143,252,131,242,0,10,JOMTREVO50
231759,206860,364,182,364,0,0,BERSYUKUR50
231761,1194145,315,165,300,0,15,JOMTREVO50
231767,1197111,262.5,137.5,250,0,12.5,JOMTREVO50
231771,1197951,132,92.4,132,0,0,JOMTREVO30
231772,828199,149,149,119,0,30,Z - No Promo Used
231776,20624,550,350,550,0,0,TLAZ40A
231778,91639,178,127.6,168,0,10,THANK30YOU
231790,1198045,450,250,440,0,10,JOMTREVO50
231791,1037694,159,84.5,149,0,10,JOMTREVO50
231805,965443,370,370,360,0,10,Z - No Promo Used
231819,108154,417,339.6,387,0,30,DRIVEON20
231820,403169,274,208,264,0,10,RAYADRIVE25
231826,152403,296,253.1,286,0,10,DRIVEON15
231827,204977,100,100,100,0,0,Z - No Promo Used
231845,110249,175,175,165,0,10,Z - No Promo Used
231849,282962,109,109,109,0,0,Z - No Promo Used
231854,647989,318,164,308,0,10,JOMTREVO50
231855,239401,132,118.8,132,0,0,DRIVEON10
231864,1190610,450,250,440,0,10,JOMTREVO50
231875,426718,334,253,324,0,10,RAYADRIVE25
231880,1167459,260,130,260,0,0,JOMTREVO50
231882,541790,145,72.5,145,0,0,JOMTREVO50
231883,854786,180,129,170,0,10,JOMTREVO30
231889,505575,462,262,462,0,0,JOMTREVO50
231890,1086809,424,224,414,0,10,JOMTREVO50
231897,387513,270,207.5,250,0,20,RAYADRIVE25
231905,1020589,220,178,210,0,10,RAYADRIVE20
231914,1113559,247.5,175.5,240,0,7.5,JOMTREVO30
231920,1019473,131,99.5,105,11,15,JOMTREVO30
231921,1124040,175,175,165,0,10,Z - No Promo Used
231927,159870,323,246,308,0,15,RAYADRIVE25
231931,306388,525,400,525,0,0,RAYADRIVE25
231940,421904,282,215.25,267,0,15,RAYADRIVE25
231948,596185,437.5,242,391,39,7.5,JOMTREVO50
231959,735861,769,644,769,0,0,RAYADRIVE25
231964,1091017,490,347.5,475,0,15,JOMTREVO30
231972,724925,98,98,88,0,10,Z - No Promo Used
231979,156896,127.5,127.5,109,11,7.5,Z - No Promo Used
231980,383445,411,292.2,396,0,15,JOMTREVO30
231981,159640,153,139.2,138,0,15,DRIVEON10
231988,732802,235,169,220,0,15,JOMTREVO30
231993,1131858,770,570,760,0,10,JOMTREVO50
231997,915304,835,685,820,0,15,DRIVEON20
232002,41834,497.5,301.5,490,0,7.5,TLAZ40A
232003,442593,193,136.6,188,0,5,JOMTREVO30
232007,717302,137,97.4,132,0,5,THANK30YOU
232008,335340,675,675,660,0,15,Z - No Promo Used
232017,336484,650,522,640,0,10,DRIVEON20
232020,266104,257,136,242,0,15,JOMTREVO50
232029,1075500,330,170,320,0,10,JOMTREVO50
232038,78293,348,348,348,0,0,Z - No Promo Used
232041,1192640,158.5,83,151,0,7.5,JOMTREVO50
232043,951299,275,137.5,275,0,0,JOMTREVO50
232050,251534,120,109.5,105,0,15,DRIVEON10
232053,938405,109,99.1,99,0,10,DRIVEON10
232056,1189315,1237,1087,1232,0,5,JOMTREVO30
232059,1196814,115,83.5,105,0,10,JOMTREVO30
232062,1193564,310,160,300,0,10,JOMTREVO50
232063,1082797,284,204.8,264,0,20,JOMTREVO30
232066,987990,249.5,249.5,242,0,7.5,Z - No Promo Used
232081,887790,218,119,198,0,20,JOMTREVO50
232096,1160150,1199,999,1184,0,15,JOMTREVO50
232102,533695,345,262.5,330,0,15,RAYADRIVE25
232110,1125877,255,183,240,0,15,JOMTREVO30
232111,1165534,670,470,660,0,10,JOMTREVO50
232138,467963,519,394.25,499,0,20,RAYADRIVE25
232145,1183987,113,83.6,98,0,15,JOMTREVO30
232151,322452,572.5,447.5,550,0,22.5,RAYADRIVE25
232156,14347,652,402,632,0,20,BERSYUKUR50
232158,666706,131,119.4,116,0,15,DRIVEON10
232174,64597,290,222.5,270,0,20,RAYADRIVE25
232181,1179161,525,325,510,0,15,JOMTREVO50
232182,1177665,265,140,250,0,15,JOMTREVO50
232185,457904,439,246.5,385,39,15,JOMTREVO50
232186,64715,121,108.9,121,0,0,DRIVEON10
232188,1148516,188,134.6,178,0,10,JOMTREVO30
232196,278051,132,68.5,127,0,5,JOMTREVO50
232207,494334,386,198,376,0,10,JOMTREVO50
232210,1201479,324,164.5,319,0,5,JOMTREVO50
232211,713154,1326,1326,1316,0,10,Z - No Promo Used
232212,587009,1210,1210,1200,0,10,Z - No Promo Used
232215,1177523,284,152,264,0,20,JOMTREVO50
232224,684522,217,176.6,202,0,15,RAYADRIVE20
232226,1020149,199,122,154,15,30,JOMTREVO50
232228,491261,275,206.25,275,0,0,RAYADRIVE25
232229,68330,220,187,220,0,0,DRIVEON15
232231,30722,119,108.1,109,0,10,DRIVEON10
232236,104862,110,110,105,0,5,Z - No Promo Used
232245,539974,499,450.6,484,0,15,DRIVEON10
232265,516311,383,310.4,363,0,20,DRIVEON20
232274,1070671,822.5,622.5,810,0,12.5,JOMTREVO50
232284,1195165,480,280,450,0,30,JOMTREVO50
232287,443134,485,285,414,41,30,JOMTREVO50
232289,1136847,220,163,190,0,30,JOMTREVO30
232290,699502,113,113,103,0,10,Z - No Promo Used
232294,555091,120,120,120,0,0,Z - No Promo Used
232295,502594,169,169,154,15,0,Z - No Promo Used
232297,656840,92,84.3,77,0,15,DRIVEON10
232307,48902,449,449,429,0,20,Z - No Promo Used
232316,616399,337,238.9,327,0,10,THANK30YOU
232324,444940,159,114.3,149,0,10,THANK30YOU
232325,1196075,184,137.8,154,15,15,JOMTREVO30
232334,1064840,651,651,578,58,15,Z - No Promo Used
232342,602584,135,135,120,0,15,Z - No Promo Used
232347,1197146,614,414,594,0,20,JOMTREVO50
232351,19849,900,750,880,0,20,DRIVEON20
232356,1197146,260,260,240,0,20,Z - No Promo Used
232368,997908,239,197.4,208,21,10,RAYADRIVE20
232386,1202658,690,540,660,0,30,JOMTREVO30
232387,1196367,208,154,180,18,10,JOMTREVO30
232392,245837,227,195.2,212,0,15,DRIVEON15
232409,69481,258,206.4,258,0,0,DRIVEON20
232410,594655,172.5,123,165,0,7.5,THANK30YOU
232417,1049397,294,234,240,24,30,RAYADRIVE25
232420,711527,335,256.25,315,0,20,RAYADRIVE25
232434,1163441,235,127.5,215,0,20,JOMTREVO50
232437,1202010,405,210,390,0,15,JOMTREVO50
232439,30047,225,192,220,0,5,DRIVEON15
232445,423166,130,94,120,0,10,JOMTREVO30
232452,68508,1027.5,1027.5,997.5,0,30,Z - No Promo Used
232454,1200427,229,119.5,219,0,10,JOMTREVO50
232455,976188,142,130,120,12,10,DRIVEON10
232457,781399,125,89,120,0,5,JOMTREVO30
232467,1198677,419,297.8,404,0,15,JOMTREVO30
232473,1194311,154,79.5,149,0,5,JOMTREVO50
232475,1188748,543,343,528,0,15,JOMTREVO50
232478,1118592,462,262,447,0,15,JOMTREVO50
232479,1178907,145.5,145.5,138,0,7.5,Z - No Promo Used
232491,869980,80,80,65,0,15,Z - No Promo Used
232498,944426,272,141,262,0,10,JOMTREVO50
232501,929594,90,66.9,77,8,5,JOMTREVO30
232510,1074515,835,635,825,0,10,JOMTREVO50
232511,1146393,135,135,120,0,15,Z - No Promo Used
232521,367728,345,345,330,0,15,Z - No Promo Used
232524,1109423,255,255,232,23,0,Z - No Promo Used
232526,1199706,122.5,89.5,110,0,12.5,JOMTREVO30
232530,893080,163,84,158,0,5,JOMTREVO50
232534,1031372,4410,4210,4000,400,10,JOMTREVO50
232535,765864,145,80,130,0,15,JOMTREVO50
232538,446371,450,340,440,0,10,RAYADRIVE25
232557,1184905,445,245,435,0,10,JOMTREVO50
232563,1192363,348,184,328,0,20,JOMTREVO50
232567,1143029,205,105,200,0,5,JOMTREVO50
232568,599538,170,90,160,0,10,JOMTREVO50
232569,345933,115,115,110,0,5,Z - No Promo Used
232576,1198006,890,690,880,0,10,JOMTREVO50
232580,1203825,440,240,430,0,10,JOMTREVO50
232582,307201,596,396,596,0,0,JOMTREVO50
232586,1053394,187,93.5,187,0,0,JOMTREVO50
232599,663249,231,173.25,231,0,0,RAYADRIVE25
232606,1010850,195,177,180,0,15,DRIVEON10
232607,712923,400,305,380,0,20,RAYADRIVE25
232617,1013562,252,179.4,242,0,10,THANK30YOU
232618,544976,218,178.4,198,0,20,RAYADRIVE20
232627,1202949,100,76.9,77,8,15,JOMTREVO30
232629,696867,162,162,138,14,10,Z - No Promo Used
232635,572645,236,236,231,0,5,Z - No Promo Used
232637,374374,430,305.5,415,0,15,JOMTREVO30
232638,640860,252,133.5,237,0,15,JOMTREVO50
232639,152445,352,352,332,0,20,Z - No Promo Used
232644,37901,756,624,660,66,30,DRIVEON20
232646,976789,335,271,320,0,15,RAYADRIVE20
232647,573000,155,140.9,141,14,0,DRIVEON10
232656,404503,390,300,360,0,30,RAYADRIVE25
232661,310058,345,180,330,0,15,BERSYUKUR50
232663,82271,396,296,386,0,10,THANK30YOU
232668,1204029,802.5,802.5,787.5,0,15,Z - No Promo Used
232678,1195115,802,602,792,0,10,JOMTREVO50
232693,1150117,461,261,405,41,15,JOMTREVO50
232697,578965,469,269,459,0,10,JOMTREVO50
232703,596596,300,300,264,26,10,Z - No Promo Used
232706,217959,505,309,490,0,15,TLAZ40A
232713,115693,1060,910,1050,0,10,DRIVEON20
232725,1204305,296,155.5,281,0,15,JOMTREVO50
232727,986438,466,357,436,0,30,RAYADRIVE25
232731,465672,255,178.5,255,0,0,JOMTREVO30
232741,52441,130,130,110,0,20,Z - No Promo Used
232744,259110,165,82.5,165,0,0,JOMTREVO50
232746,210211,455,279,440,0,15,TLAZ40A
232747,372434,621,499.8,606,0,15,DRIVEON20
232748,343405,231,173.25,231,0,0,RAYADRIVE25
232757,532830,330,330,286,29,15,Z - No Promo Used
232762,634209,159,159,159,0,0,Z - No Promo Used
232764,1197319,150.5,79,143,0,7.5,JOMTREVO50
232770,756895,66,66,66,0,0,Z - No Promo Used
232773,921456,164,164,154,0,10,Z - No Promo Used
232774,1192939,2215,2065,2200,0,15,JOMTREVO30
232781,463107,363,258.6,348,0,15,JOMTREVO30
232789,590599,70,70,70,0,0,Z - No Promo Used
232798,301421,72,72,72,0,0,Z - No Promo Used
232800,317564,73.5,73.5,66,0,7.5,Z - No Promo Used
232804,999414,465,352.5,450,0,15,RAYADRIVE25
232809,1203999,132,66,132,0,0,JOMTREVO50
232816,396852,346,262,336,0,10,RAYADRIVE25
232817,498207,460,347.5,450,0,10,RAYADRIVE25
232819,392743,66,66,66,0,0,Z - No Promo Used
232821,661440,323,323,280,28,15,Z - No Promo Used
232825,992555,1105,905,1090,0,15,JOMTREVO50
232830,840464,299,157,284,0,15,JOMTREVO50
232835,1137695,665,465,660,0,5,JOMTREVO50
232838,248762,140,127,130,0,10,DRIVEON10
232840,1163344,350,175,350,0,0,JOMTREVO50
232841,28103,735,585,735,0,0,JOMTREVO30
232843,1088828,410,215,390,0,20,JOMTREVO50
232849,1110297,240,197,215,0,25,RAYADRIVE20
232852,1193332,513,313,508,0,5,JOMTREVO50
232861,101387,560,395,495,50,15,TLAZ1DC
232868,239990,147,132.3,147,0,0,DRIVEON10
232875,817611,567,367,552,0,15,JOMTREVO50
232883,308339,310,257.2,264,26,20,DRIVEON20
232889,615145,127,127,115,12,0,Z - No Promo Used
232895,1203469,265,135,260,0,5,JOMTREVO50
232898,388214,736,604,660,66,10,DRIVEON20
232910,1204915,464,264,408,41,15,JOMTREVO50
232911,59289,233.5,190.3,216,0,17.5,RAYADRIVE20
232914,589219,125,113.5,115,0,10,DRIVEON10
232915,279703,93,84.7,83,0,10,DRIVEON10
232916,486892,191,164.6,176,0,15,DRIVEON15
232919,1038623,110,80,100,0,10,JOMTREVO30
232924,210219,417,217,417,0,0,JOMTREVO50
232926,1149634,345,295.5,330,0,15,DRIVEON15
232928,626437,453,253,438,0,15,JOMTREVO50
232930,895729,139,125.1,139,0,0,DRIVEON10
232935,899939,88,80.2,78,0,10,DRIVEON10
232940,988057,265,140,250,0,15,JOMTREVO50
232942,758757,401,361.4,396,0,5,DRIVEON10
232944,68184,99,89.1,99,0,0,DRIVEON10
232946,388214,208,118,180,18,10,HELLOLANGKAWI
232947,524252,231,173.25,231,0,0,RAYADRIVE25
232982,177879,370,285,340,0,30,RAYADRIVE25
232988,1198327,434,234,429,0,5,JOMTREVO50
232989,802808,480,339,470,0,10,JOMTREVO30
232997,163435,166,90.5,151,0,15,BERSYUKUR50
232999,432360,290,220,280,0,10,RAYADRIVE25
233011,710532,351.5,351.5,346.5,0,5,Z - No Promo Used
233017,274640,1005,805,900,90,15,JOMTREVO50
233020,663166,261.5,210.7,254,0,7.5,RAYADRIVE20
233027,423698,330,231,330,0,0,JOMTREVO30
233039,1195361,350,190,320,0,30,JOMTREVO50
233046,108656,162,122.4,132,0,30,THANK30YOU
233052,986216,1260,1060,1250,0,10,JOMTREVO50
233053,1077634,810,610,800,0,10,JOMTREVO50
233058,828148,380,287.5,370,0,10,RAYADRIVE25
233059,32254,230,230,215,0,15,Z - No Promo Used
233061,216104,307,217.9,297,0,10,JOMTREVO30
233063,942116,690,490,660,0,30,JOMTREVO50
233071,968260,240,180,240,0,0,RAYADRIVE25
233078,1137469,112.5,82.5,100,0,12.5,JOMTREVO30
233081,602423,164,87,154,0,10,JOMTREVO50
233083,955799,334,236.8,324,0,10,JOMTREVO30
233084,1204672,467.5,267.5,460,0,7.5,JOMTREVO50
233093,45008,76,69.4,66,0,10,DRIVEON10
233098,31513,122,91.4,102,10,10,THANK30YOU
233101,1206694,1410,1210,1400,0,10,JOMTREVO50
233103,340584,320,245,300,0,20,RAYADRIVE25
233106,287901,119,108.1,109,0,10,DRIVEON10
233113,1126466,127.5,127.5,120,0,7.5,Z - No Promo Used
233116,1194089,1109,959,1089,0,20,JOMTREVO30
233120,816859,294,214,264,0,30,PTVTREVO50
233121,816859,280,226,270,0,10,DRIVEON20
233122,1206220,432,232,402,0,30,JOMTREVO50
233124,1120522,160,160,150,0,10,Z - No Promo Used
233151,1008697,421.5,221.5,414,0,7.5,JOMTREVO50
233175,1143482,523,323,462,46,15,JOMTREVO50
233191,306567,228,171,228,0,0,RAYADRIVE25
233197,115027,103,103,94,9,0,Z - No Promo Used
233198,1077239,316,163,306,0,10,JOMTREVO50
233199,1177262,126,91.2,116,0,10,JOMTREVO30
233202,1043651,251,251,231,0,20,Z - No Promo Used
233203,521107,157.5,157.5,150,0,7.5,Z - No Promo Used
233214,1168300,187,93.5,187,0,0,JOMTREVO50
233216,423855,858,658,858,0,0,JOMTREVO50
233217,645858,335,175,320,0,15,JOMTREVO50
233219,419427,220,220,210,0,10,Z - No Promo Used
233220,223367,136,136,121,0,15,Z - No Promo Used
233231,1200346,655,455,645,0,10,JOMTREVO50
233241,1083479,490,290,480,0,10,JOMTREVO50
233242,965976,1000,800,1000,0,0,JOMTREVO50
233246,16676,550,425,540,0,10,RAYADRIVE25
233247,721692,100,100,100,0,0,Z - No Promo Used
233248,51827,571,321,510,51,10,BERSYUKUR50
233259,852516,221,221,192,19,10,Z - No Promo Used
233270,992365,125,92,110,0,15,JOMTREVO30
233271,1207200,315,165,300,0,15,HELLOLANGKAWI
233273,1201754,330,165,330,0,0,JOMTREVO50
233278,1207322,220,154,220,0,0,JOMTREVO30
233281,1025014,118,118,108,0,10,Z - No Promo Used
233282,477905,342.5,342.5,330,0,12.5,Z - No Promo Used
233287,102360,155.5,140.7,148,0,7.5,DRIVEON10
233289,796664,428,314,380,38,10,JOMTREVO30
233297,1198654,270,193.5,255,0,15,JOMTREVO30
233302,1134211,290,210.8,264,26,0,JOMTREVO30
233309,1091425,149,149,149,0,0,Z - No Promo Used
233310,782073,1317,1117,1287,0,30,JOMTREVO50
233321,1038817,149,149,139,0,10,Z - No Promo Used
233323,1207130,140,102.5,125,0,15,JOMTREVO30
233326,1049793,1195,995,1185,0,10,JOMTREVO50
233327,851067,153,153,143,0,10,Z - No Promo Used
233329,891541,219,219,199,0,20,Z - No Promo Used
233339,1187070,699,499,684,0,15,JOMTREVO50
233346,1124040,231,231,231,0,0,Z - No Promo Used
233351,544196,173,158.7,143,0,30,DRIVEON10
233352,818330,254,254,254,0,0,Z - No Promo Used
233359,951299,275,137.5,275,0,0,JOMTREVO50
233362,908661,252.5,180.5,240,0,12.5,THANK30YOU
233368,822143,98,98,88,0,10,Z - No Promo Used
233370,437765,380,380,332,33,15,Z - No Promo Used
233377,676487,2030,2030,2010,0,20,Z - No Promo Used
233381,1117118,340,175,330,0,10,JOMTREVO50
233382,757715,376,287,356,0,20,RAYADRIVE25
233389,1036701,320,170,300,0,20,JOMTREVO50
233394,65710,159,159,139,0,20,Z - No Promo Used
233396,1207211,135,70,130,0,5,JOMTREVO50
233398,104862,110,110,105,0,5,Z - No Promo Used
233415,19261,520,395,500,0,20,RAYADRIVE25
233419,927640,291,235.8,276,0,15,RAYADRIVE20
233425,92532,210,170,200,0,10,RAYADRIVE20
233432,32596,1057.5,1057.5,1050,0,7.5,Z - No Promo Used
233435,109003,280,212.5,270,0,10,RAYADRIVE25
233436,927640,323,246,308,0,15,RAYADRIVE25
233437,811451,669,537.2,659,0,10,DRIVEON20
233439,835147,615,465,600,0,15,JOMTREVO30
233442,885051,725,525,659,66,0,JOMTREVO50
233443,653541,674,543.2,654,0,20,DRIVEON20
